Title,Area,Room,Floor,Year,Price
3 kambarių butas Klaipėdoje,77.00,3,18/20,2009,175 000 € (2 273 €/m²)
2 kambarių butas Klaipėdoje,57.00,2,1/5,1999,57 000 € (1 000 €/m²)
2 kambarių butas Klaipėdoje,40.00,2,2/2,1931,35 000 € (875 €/m²)
3 kambarių butas Klaipėdoje,74.00,3,2/9,,75 000 € (1 014 €/m²)
4 kambarių butas Klaipėdoje,69.00,4,1/2,1938,100 000 € (1 449 €/m²)
3 kambarių butas Klaipėdoje,77.00,3,6/10,1990,80 000 € (1 039 €/m²)
5 kambarių butas Klaipėdos rajono sav.,195.00,5,0/2,2007,216 000 € (1 108 €/m²)
1 kambario butas Klaipėdos rajono sav.,20.00,1,2/2,,20 000 € (1 000 €/m²)
3 kambarių butas Klaipėdoje,83.00,3,14/20,2006,229 000 € (2 759 €/m²)
3 kambarių butas Klaipėdoje,62.00,3,3/3,1975,130 000 € (2 097 €/m²)
3 kambarių butas Klaipėdoje,56.00,3,2/8,2018,72 100 € (1 288 €/m²)
3 kambarių butas Klaipėdoje,138.00,3,1/2,2004,145 000 € (1 051 €/m²)
2 kambarių butas Klaipėdoje,57.00,2,1/4,2005,76 000 € (1 333 €/m²)
3 kambarių butas Klaipėdoje,79.00,3,3/20,1979,129 000 € (1 633 €/m²)
3 kambarių butas Klaipėdoje,78.00,3,5/5,1985,58 000 € (744 €/m²)
3 kambarių butas Klaipėdoje,81.00,3,2/10,2005,150 000 € (1 852 €/m²)
3 kambarių butas Klaipėdoje,90.00,3,2/3,,110 000 € (1 222 €/m²)
4 kambarių butas Klaipėdoje,185.00,4,2/2,1930,280 000 € (1 514 €/m²)
2 kambarių butas Klaipėdoje,41.00,2,2/3,2016,100 000 € (2 439 €/m²)
2 kambarių butas Klaipėdoje,70.00,2,2/5,2008,110 000 € (1 571 €/m²)
5 kambarių butas Klaipėdoje,125.00,5,4/5,2008,187 680 € (1 501 €/m²)
3 kambarių butas Klaipėdoje,77.00,3,4/5,1988,73 000 € (948 €/m²)
4 kambarių butas Klaipėdoje,90.00,4,3/3,,172 000 € (1 911 €/m²)
3 kambarių butas Klaipėdoje,72.00,3,1/12,,76 300 € (1 060 €/m²)
1 kambario butas Klaipėdos rajono sav.,22.00,1,1/1,,20 000 € (909 €/m²)
3 kambarių butas Klaipėdoje,69.00,3,1/5,1986,65 000 € (942 €/m²)
1 kambario butas Klaipėdoje,38.00,1,3/3,,68 000 € (1 789 €/m²)
4 kambarių butas Klaipėdoje,62.00,4,4/5,1966,65 000 € (1 048 €/m²)
2 kambarių butas Klaipėdoje,51.00,2,3/4,2018,69 000 € (1 353 €/m²)
3 kambarių butas Klaipėdoje,104.00,3,2/3,,130 000 € (1 250 €/m²)
3 kambarių butas Klaipėdoje,84.00,3,4/4,2017,230 000 € (2 738 €/m²)
3 kambarių butas Klaipėdoje,93.00,3,1/2,,225 000 € (2 419 €/m²)
3 kambarių butas Klaipėdoje,78.00,3,3/3,,105 000 € (1 346 €/m²)
2 kambarių butas Klaipėda,48.00,2,5/5,1990,40 000 € (833 €/m²)
3 kambarių butas Klaipėdoje,77.00,3,9/1,,69 900 € (908 €/m²)
4 kambarių butas Klaipėdoje,132.00,4,2/3,1930,132 000 € (1 000 €/m²)
2 kambarių butas Klaipėdoje,37.00,2,5/5,2005,49 900 € (1 349 €/m²)
4 kambarių butas Klaipėdoje,70.00,4,8/8,2018,92 470 € (1 321 €/m²)
2 kambarių butas Klaipėdoje,40.00,2,4/4,2012,73 000 € (1 825 €/m²)
3 kambarių butas Klaipėdoje,77.00,3,8/10,1992,53 500 € (695 €/m²)
4 kambarių butas Klaipėdoje,88.00,4,5/5,1989,63 000 € (716 €/m²)
3 kambarių butas Klaipėdoje,77.00,3,6/9,1988,55 000 € (714 €/m²)
2 kambarių butas Klaipėdoje,45.00,2,1/4,2017,90 000 € (2 000 €/m²)
2 kambarių butas Klaipėdoje,50.00,2,5/5,1968,62 000 € (1 240 €/m²)
3 kambarių butas Klaipėdoje,61.00,3,4/5,1964,48 300 € (792 €/m²)
5 kambarių butas Klaipėdoje,125.00,5,3/3,1953,160 000 € (1 280 €/m²)
2 kambarių butas Klaipėdoje,38.00,2,3/5,1963,51 000 € (1 342 €/m²)
2 kambarių butas Klaipėdoje,82.00,2,1/5,2000,99 000 € (1 207 €/m²)
3 kambarių butas Klaipėdoje,84.00,3,14/20,2006,191 000 € (2 274 €/m²)
3 kambarių butas Klaipėdoje,78.00,3,8/10,1992,55 000 € (705 €/m²)
2 kambarių butas Klaipėdoje,86.00,2,1/5,2006,122 500 € (1 424 €/m²)
3 kambarių butas Klaipėdoje,84.00,3,6/7,2006,125 000 € (1 488 €/m²)
4 kambarių butas Klaipėdoje,140.00,4,2/2,,185 000 € (1 321 €/m²)
3 kambarių butas Klaipėdoje,112.00,3,5/5,1958,180 000 € (1 607 €/m²)
2 kambarių butas Klaipėdoje,43.00,2,1/4,1964,63 000 € (1 465 €/m²)
2 kambarių butas Klaipėdoje,34.00,2,2/2,1988,63 000 € (1 853 €/m²)
3 kambarių butas Klaipėdoje,72.00,3,1/3,1967,100 000 € (1 389 €/m²)
3 kambarių butas Klaipėdoje,87.00,3,2/3,1935,180 000 € (2 069 €/m²)
3 kambarių butas Klaipėdoje,72.00,3,3/4,1993,144 810 € (2 011 €/m²)
2 kambarių butas Klaipėda,47.00,2,5/5,,56 000 € (1 191 €/m²)
2 kambarių butas Klaipėdoje,37.00,2,5/5,,47 500 € (1 284 €/m²)
1 kambario butas Klaipėdoje,38.00,1,4/5,1982,47 500 € (1 250 €/m²)
2 kambarių butas Klaipėdoje,43.00,2,6/8,2019,57 200 € (1 330 €/m²)
4 kambarių butas Klaipėdoje,81.00,4,3/3,1936,119 000 € (1 469 €/m²)
4 kambarių butas Klaipėdoje,69.00,4,7/8,2018,87 200 € (1 264 €/m²)
2 kambarių butas Klaipėdoje,42.00,2,1/4,1973,49 000 € (1 167 €/m²)
1 kambario butas Klaipėdoje,34.00,1,5/5,1980,33 000 € (971 €/m²)
3 kambarių butas Klaipėdoje,54.00,3,7/8,2019,68 300 € (1 265 €/m²)
2 kambarių butas Klaipėdoje,47.00,2,5/5,1978,43 000 € (915 €/m²)
2 kambarių butas Klaipėdoje,38.00,2,5/5,1963,59 000 € (1 553 €/m²)
3 kambarių butas Klaipėdoje,55.00,3,1/4,1975,65 000 € (1 182 €/m²)
4 kambarių butas Klaipėdoje,69.00,4,7/8,2019,87 200 € (1 264 €/m²)
3 kambarių butas Klaipėdoje,70.00,3,3/9,1980,62 000 € (886 €/m²)
4 kambarių butas Klaipėdoje,125.00,4,3/3,,250 000 € (2 000 €/m²)
2 kambarių butas Klaipėdoje,66.00,2,5/5,1983,55 000 € (833 €/m²)
3 kambarių butas Klaipėdoje,76.00,3,4/5,1982,76 000 € (1 000 €/m²)
3 kambarių butas Klaipėdoje,50.00,3,4/4,1963,64 500 € (1 290 €/m²)
3 kambarių butas Klaipėdoje,94.00,3,2/9,2013,160 000 € (1 702 €/m²)
3 kambarių butas Klaipėda,62.00,3,9/9,1969,78 000 € (1 258 €/m²)
5 kambarių butas Klaipėdoje,142.00,5,4/4,1960,210 000 € (1 479 €/m²)
2 kambarių butas Klaipėdoje,48.00,2,6/9,1981,54 000 € (1 125 €/m²)
2 kambarių butas Klaipėdoje,71.00,2,3/3,2000,75 000 € (1 056 €/m²)
4 kambarių butas Klaipėdoje,110.00,4,0/2,2010,210 000 € (1 909 €/m²)
2 kambarių butas Klaipėdoje,59.00,2,1/5,1992,62 000 € (1 051 €/m²)
3 kambarių butas Klaipėdoje,95.00,3,1/2,1970,225 000 € (2 368 €/m²)
3 kambarių butas Klaipėdoje,60.00,3,2/2,1940,15 000 € (250 €/m²)
4 kambarių butas Klaipėdoje,113.00,4,3/3,,127 000 € (1 124 €/m²)
3 kambarių butas Klaipėdoje,69.00,3,4/9,1982,54 000 € (783 €/m²)
3 kambarių butas Klaipėdoje,76.00,3,2/2,1989,144 000 € (1 895 €/m²)
2 kambarių butas Klaipėdoje,38.00,2,4/5,1975,47 500 € (1 250 €/m²)
2 kambarių butas Klaipėdoje,38.00,2,4/5,1975,49 500 € (1 303 €/m²)
3 kambarių butas Klaipėdoje,62.00,3,5/5,1973,65 000 € (1 048 €/m²)
3 kambarių butas Klaipėdoje,57.00,3,10/10,2006,105 000 € (1 842 €/m²)
2 kambarių butas Klaipėdoje,60.00,2,2/3,1975,108 000 € (1 800 €/m²)
3 kambarių butas Klaipėdoje,78.00,3,4/5,1987,72 000 € (923 €/m²)
3 kambarių butas Klaipėdoje,69.00,3,1/12,,73 000 € (1 058 €/m²)
2 kambarių butas Klaipėdoje,44.00,2,2/2,1933,39 000 € (886 €/m²)
2 kambarių butas Klaipėdoje,44.00,2,4/4,1960,39 000 € (886 €/m²)
3 kambarių butas Klaipėdoje,62.00,3,3/5,1988,65 000 € (1 048 €/m²)
3 kambarių butas Klaipėdoje,54.00,3,8/8,2019,70 900 € (1 313 €/m²)
2 kambarių butas Klaipėdoje,38.00,2,5/5,1964,50 000 € (1 316 €/m²)
3 kambarių butas Klaipėdoje,90.00,3,5/5,1971,130 000 € (1 444 €/m²)
2 kambarių butas Klaipėdoje,51.00,2,5/5,1995,65 000 € (1 275 €/m²)
2 kambarių butas Klaipėdoje,47.00,2,4/5,2019,66 500 € (1 415 €/m²)
3 kambarių butas Klaipėdoje,64.00,3,1/9,,52 000 € (813 €/m²)
3 kambarių butas Klaipėdoje,78.00,3,7/9,1991,55 000 € (705 €/m²)
2 kambarių butas Klaipėdoje,43.00,2,2/2,1960,82 000 € (1 907 €/m²)
3 kambarių butas Klaipėdoje,61.00,3,4/5,1975,66 000 € (1 082 €/m²)
3 kambarių butas Klaipėdoje,70.00,3,5,,57 999 € (829 €/m²)
3 kambarių butas Klaipėdoje,55.00,3,5/5,1964,54 500 € (991 €/m²)
2 kambarių butas Klaipėdoje,55.00,2,5/9,1993,59 900 € (1 089 €/m²)
3 kambarių butas Klaipėda,65.00,3,4/5,,65 000 € (1 000 €/m²)
3 kambarių butas Klaipėda,78.00,3,8/9,,52 000 € (667 €/m²)
3 kambarių butas Kretingos rajono sav.,65.00,3,4/5,,51 000 € (785 €/m²)
1 kambario butas Klaipėdoje,37.00,1,5/5,1988,40 000 € (1 081 €/m²)
2 kambarių butas Klaipėdoje,59.00,2,4/9,1991,58 000 € (983 €/m²)
3 kambarių butas Klaipėda,78.00,3,5/5,,59 000 € (756 €/m²)
3 kambarių butas Klaipėda,57.00,3,3/3,,140 000 € (2 456 €/m²)
3 kambarių butas Klaipėdoje,61.00,3,2/5,,69 900 € (1 146 €/m²)
3 kambarių butas Klaipėdoje,96.00,3,4/6,2007,129 000 € (1 344 €/m²)
2 kambarių butas Klaipėdoje,40.00,2,4/4,2012,69 000 € (1 725 €/m²)
1 kambario butas Klaipėda,30.00,1,1/5,,31 000 € (1 033 €/m²)
3 kambarių butas Klaipėdoje,77.00,3,2/9,1987,55 000 € (714 €/m²)
3 kambarių butas Klaipėdoje,67.00,3,2/9,1975,58 000 € (866 €/m²)
3 kambarių butas Klaipėda,85.00,3,2/4,,165 000 € (1 941 €/m²)
3 kambarių butas Klaipėdoje,76.00,3,8/9,,65 000 € (855 €/m²)
3 kambarių butas Klaipėdoje,78.00,3,5/9,1988,60 000 € (769 €/m²)
2 kambarių butas Klaipėdoje,43.00,2,5,,59 999 € (1 395 €/m²)
3 kambarių butas Klaipėda,37.00,3,1/2,,66 000 € (1 784 €/m²)
4 kambarių butas Klaipėda,89.00,4,3/9,,99 000 € (1 112 €/m²)
2 kambarių butas Klaipėdoje,44.00,2,3/5,1964,79 900 € (1 816 €/m²)
2 kambarių butas Klaipėdoje,45.00,2,5/5,1970,62 000 € (1 378 €/m²)
1 kambario butas Klaipėdoje,28.00,1,2/4,,25 000 € (893 €/m²)
2 kambarių butas Klaipėdoje,54.00,2,2,,116 999 € (2 167 €/m²)
2 kambarių butas Kretingos rajono sav.,45.00,2,1/5,,45 000 € (1 000 €/m²)
3 kambarių butas Klaipėda,61.00,3,4/5,,59 999 € (984 €/m²)
4 kambarių butas Kupiškio rajono sav.,80.76,4,4/4,1979,9 500 € (118 €/m²)
2 kambarių butas Klaipėdoje,37.00,2,1/4,1969,55 000 € (1 486 €/m²)
2 kambarių butas Klaipėdoje,44.00,2,3/5,1967,52 000 € (1 182 €/m²)
2 kambarių butas Akmenės rajono sav.,46.99,2,4,1980,16 000 € (340 €/m²)
2 kambarių butas Klaipėdoje,52.00,2,14/20,2009,83 000 € (1 596 €/m²)
2 kambarių butas Klaipėdoje,45.00,2,5,,61 999 € (1 378 €/m²)
2 kambarių butas Klaipėdoje,50.00,2,5/5,,53 500 € (1 070 €/m²)
1 kambario butas Klaipėdoje,20.00,1,3/4,,27 500 € (1 375 €/m²)
4 kambarių butas Šiauliuose,134.00,4,4/4,1954,43 000 € (321 €/m²)
3 kambarių butas Joniškio rajono sav.,60.00,3,2/2,1938,9 900 € (165 €/m²)
3 kambarių butas Druskininkų sav.,63.07,3,2/5,2009,139 000 € (2 204 €/m²)
3 kambarių butas Klaipėdoje,62.00,3,3/5,1988,61 500 € (992 €/m²)
4 kambarių butas Klaipėdoje,70.00,4,3/5,1969,75 000 € (1 071 €/m²)
3 kambarių butas Klaipėdoje,58.00,3,2/5,1973,62 500 € (1 078 €/m²)
3 kambarių butas Klaipėda,109.00,3,1/4,,189 000 € (1 734 €/m²)
3 kambarių butas Klaipėdoje,65.00,3,1/7,2007,107 000 € (1 646 €/m²)
1 kambario butas Klaipėdoje,30.00,1,4/4,,33 500 € (1 117 €/m²)
2 kambarių butas Klaipėdoje,43.00,2,2/2,,82 000 € (1 907 €/m²)
2 kambarių butas Druskininkų sav.,50.21,2,5/11,2007,85 000 € (1 693 €/m²)
1 kambario butas Klaipėda,35.00,1,4/5,,43 800 € (1 251 €/m²)
3 kambarių butas Kauno rajono sav.,61.00,3,2/3,2020,54 900 € (900 €/m²)
3 kambarių butas Kaune,64.00,3,1/3,2019,54 400 € (850 €/m²)
2 kambarių butas Klaipėda,54.00,2,2/3,,117 000 € (2 167 €/m²)
2 kambarių butas Klaipėda,45.00,2,5/5,,55 000 € (1 222 €/m²)
2 kambarių butas Klaipėdos rajono sav.,55.00,2,1/2,,20 900 € (380 €/m²)
3 kambarių butas Panevėžio r. sav.,49.00,3,2/2,1975,8 500 € (173 €/m²)
1 kambario butas Klaipėdoje,29.00,1,4/5,1979,60 500 € (2 086 €/m²)
3 kambarių butas Klaipėdoje,79.00,3,4/9,1988,58 000 € (734 €/m²)
4 kambarių butas Klaipėda,78.00,4,3/5,,66 000 € (846 €/m²)
3 kambarių butas Klaipėdoje,67.00,3,1/3,,87 750 € (1 310 €/m²)
3 kambarių butas Klaipėdoje,90.00,3,4/5,1981,94 000 € (1 044 €/m²)
4 kambarių butas Klaipėdoje,145.00,4,3/4,,170 000 € (1 172 €/m²)
4 kambarių butas Klaipėdoje,145.00,4,3/4,1910,155 000 € (1 069 €/m²)
4 kambarių butas Klaipėdoje,79.00,4,1/5,1981,63 000 € (797 €/m²)
4 kambarių butas Klaipėdoje,86.00,4,2/5,1968,88 900 € (1 034 €/m²)
2 kambarių butas Kaune,52.00,2,2/3,1956,41 900 € (806 €/m²)
2 kambarių butas Trakų r. sav.,53.00,2,4/4,1987,31 500 € (594 €/m²)
2 kambarių butas Klaipėdoje,47.00,2,5/5,1989,47 000 € (1 000 €/m²)
2 kambarių butas Klaipėdoje,43.00,2,4/4,,35 000 € (814 €/m²)
2 kambarių butas Klaipėda,42.00,2,2/2,,82 000 € (1 952 €/m²)
2 kambarių butas Klaipėda,55.00,2,5/5,,60 000 € (1 091 €/m²)
4 kambarių butas Klaipėdoje,79.00,4,1/5,1992,63 000 € (797 €/m²)
2 kambarių butas Klaipėdoje,45.00,2,1/4,2018,89 900 € (1 998 €/m²)
3 kambarių butas Klaipėdoje,65.00,3,5/5,1980,62 000 € (954 €/m²)
2 kambarių butas Klaipėdoje,47.00,2,5/5,1975,45 500 € (968 €/m²)
4 kambarių butas Klaipėdoje,78.00,4,3/5,1976,59 000 € (756 €/m²)
1 kambario butas Klaipėdoje,34.00,1,5/5,1964,39 500 € (1 162 €/m²)
3 kambarių butas Klaipėdoje,80.00,3,5/6,2008,189 000 € (2 363 €/m²)
4 kambarių butas Klaipėdoje,86.00,4,2/3,1968,88 500 € (1 029 €/m²)
2 kambarių butas Klaipėdoje,50.00,2,5/5,1965,88 000 € (1 760 €/m²)
2 kambarių butas Klaipėdoje,42.00,2,4/4,1961,38 000 € (905 €/m²)
1 kambario butas Klaipėdoje,36.50,1,4/4,1987,54 500 € (1 493 €/m²)
2 kambarių butas Klaipėdos rajono sav.,46.00,2,2/2,1946,45 000 € (978 €/m²)
2 kambarių butas Klaipėdoje,48.00,2,5/5,1973,49 500 € (1 031 €/m²)
3 kambarių butas Klaipėda,78.00,3,17/20,2011,265 000 € (3 397 €/m²)
3 kambarių butas Klaipėdoje,79.00,3,3/9,2009,129 000 € (1 633 €/m²)
2 kambarių butas Klaipėdoje,47.00,2,5/5,1983,53 000 € (1 128 €/m²)
2 kambarių butas Klaipėdoje,52.00,2,1/5,1957,75 000 € (1 442 €/m²)
2 kambarių butas Klaipėdoje,50.00,2,1/5,1978,50 000 € (1 000 €/m²)
3 kambarių butas Klaipėdoje,52.00,3,1/2,1932,48 000 € (923 €/m²)
2 kambarių butas Marijampolės sav.,48.00,2,1/1,2010,55 000 € (1 146 €/m²)
4 kambarių butas Klaipėdoje,90.00,4,5/5,1988,55 000 € (611 €/m²)
3 kambarių butas Klaipėdoje,64.00,3,3/9,,69 900 € (1 092 €/m²)
2 kambarių butas Molėtų rajono sav.,49.00,2,2,,25 000 € (510 €/m²)
2 kambarių butas Klaipėda,54.00,2,4/5,,68 000 € (1 259 €/m²)
3 kambarių butas Klaipėdoje,69.00,3,1/4,1956,98 000 € (1 420 €/m²)
4 kambarių butas Klaipėda,126.00,4,2/2,,150 000 € (1 190 €/m²)
2 kambarių butas Klaipėdos rajono sav.,48.00,2,2/2,,42 000 € (875 €/m²)
3 kambarių butas Klaipėdoje,74.00,3,3/4,,115 000 € (1 554 €/m²)
3 kambarių butas Klaipėdoje,64.00,3,3/9,1971,49 000 € (766 €/m²)
3 kambarių butas Klaipėda,78.00,3,1/5,,74 000 € (949 €/m²)
2 kambarių butas Klaipėda,57.00,2,8/10,,62 500 € (1 096 €/m²)
4 kambarių butas Klaipėda,79.00,4,4/5,,65 000 € (823 €/m²)
2 kambarių butas Klaipėdoje,42.00,2,1/5,1969,44 000 € (1 048 €/m²)
3 kambarių butas Klaipėdoje,60.00,3,1/5,,60 000 € (1 000 €/m²)
2 kambarių butas Anykščių rajono sav.,57.00,2,2/2,1970,13 900 € (244 €/m²)
4 kambarių butas Klaipėdoje,115.00,4,4/4,1958,129 900 € (1 130 €/m²)
2 kambarių butas Klaipėda,62.00,2,5/5,,51 000 € (823 €/m²)
3 kambarių butas Klaipėdoje,62.00,3,9/9,1969,75 000 € (1 210 €/m²)
5 kambarių butas Klaipėdoje,124.00,5,3/3,1958,160 000 € (1 290 €/m²)
3 kambarių butas Klaipėda,60.00,3,0,1959,75 000 € (1 250 €/m²)
4 kambarių butas Elektrėnų sav.,67.00,4,1/2,1952,42 000 € (627 €/m²)
1 kambario butas Kretingos rajono sav.,36.00,1,1/1,1978,23 000 € (639 €/m²)
2 kambarių butas Klaipėda,51.00,2,3/5,1984,59 000 € (1 157 €/m²)
3 kambarių butas Klaipėdoje,78.00,3,3/9,1987,66 000 € (846 €/m²)
4 kambarių butas Klaipėdoje,84.59,4,5/5,2012,101 500 € (1 200 €/m²)
4 kambarių butas Klaipėdoje,84.59,4,2/5,2012,97 000 € (1 147 €/m²)
2 kambarių butas Klaipėda,45.00,2,3/3,,73 000 € (1 622 €/m²)
4 kambarių butas Klaipėda,78.00,4,1/5,,60 000 € (769 €/m²)
2 kambarių butas Klaipėdos rajono sav. ,42.00,2,2/2,,15 000 € (357 €/m²)
3 kambarių butas Klaipėda,80.00,3,2/2,2005,115 000 € (1 438 €/m²)
3 kambarių butas Klaipėda,100.00,3,2/3,,109 000 € (1 090 €/m²)
2 kambarių butas Klaipėda,47.00,2,5/5,,50 000 € (1 064 €/m²)
3 kambarių butas Klaipėda,55.00,3,4/10,,82 000 € (1 491 €/m²)
2 kambarių butas Klaipėda,51.00,2,5/5,,72 500 € (1 422 €/m²)
3 kambarių butas Klaipėda,78.00,3,5/5,,64 900 € (832 €/m²)
2 kambarių butas Klaipėdos rajono sav.,47.00,2,2/2,,50 000 € (1 064 €/m²)
1 kambario butas Klaipėdos rajono sav.,45.00,1,1/1,,25 900 € (576 €/m²)
1 kambario butas Klaipėda,38.00,1,5/5,,48 000 € (1 263 €/m²)
2 kambarių butas Klaipėda,51.00,2,5/5,,52 000 € (1 020 €/m²)
3 kambarių butas Klaipėdos rajono sav.,65.00,3,5/5,,55 000 € (846 €/m²)
3 kambarių butas Klaipėda,54.00,3,1/4,,66 000 € (1 222 €/m²)
3 kambarių butas Klaipėda,78.00,3,8/10,,54 000 € (692 €/m²)
3 kambarių butas Klaipėdos rajono sav.,78.00,3,4/5,,55 000 € (705 €/m²)
2 kambarių butas Kretingos rajono sav.,47.00,2,1/5,,45 000 € (957 €/m²)
1 kambario butas Klaipėda,11.00,1,3/4,,14 000 € (1 273 €/m²)
3 kambarių butas Klaipėdos rajono sav. ,65.00,3,2/2,,35 000 € (538 €/m²)
3 kambarių butas Klaipėdoje,55.00,3,1/5,1964,78 000 € (1 418 €/m²)
2 kambarių butas Klaipėdoje,75.00,2,2/3,,140 000 € (1 867 €/m²)
2 kambarių butas Klaipėda,41.00,2,2/3,,104 000 € (2 537 €/m²)
2 kambarių butas Klaipėda,33.00,2,1/5,,28 500 € (864 €/m²)
3 kambarių butas Klaipėdoje,62.00,3,3/3,1976,130 000 € (2 097 €/m²)
2 kambarių butas Palangoje,52.00,2,2/4,,83 000 € (1 596 €/m²)
1 kambario butas Klaipėda,18.00,1,3/5,,18 000 € (1 000 €/m²)
2 kambarių butas Klaipėda,47.00,2,5/5,,48 000 € (1 021 €/m²)
2 kambarių butas Klaipėda,52.00,2,3/5,,67 000 € (1 288 €/m²)
3 kambarių butas Klaipėda,78.00,3,4/5,,73 000 € (936 €/m²)
2 kambarių butas Klaipėda,43.00,2,1/4,,67 000 € (1 558 €/m²)
2 kambarių butas Klaipėda,59.00,2,20/20,,550 000 € (9 322 €/m²)
2 kambarių butas Klaipėda,43.00,2,4/4,,37 000 € (860 €/m²)
1 kambario butas Klaipėdos rajono sav.,44.00,1,0/1,,19 000 € (432 €/m²)
1 kambario butas Klaipėda,44.00,1,5/5,,39 000 € (886 €/m²)
1 kambario butas Klaipėda,56.00,1,1/5,,48 000 € (857 €/m²)
1 kambario butas Klaipėda,36.00,1,1/5,,38 000 € (1 056 €/m²)
2 kambarių butas Klaipėda,60.00,2,2/3,,108 000 € (1 800 €/m²)
3 kambarių butas Klaipėda,76.00,3,15/20,,135 000 € (1 776 €/m²)
2 kambarių butas Klaipėda,44.00,2,2/2,,59 000 € (1 341 €/m²)
2 kambarių butas Kretingos rajono sav.,40.00,2,1/2,,20 000 € (500 €/m²)
4 kambarių butas Kretingos rajono sav.,78.00,4,5/5,,45 700 € (586 €/m²)
2 kambarių butas Klaipėda,47.00,2,1/5,,51 500 € (1 096 €/m²)
2 kambarių butas Klaipėda,47.00,2,5/5,,56 000 € (1 191 €/m²)
3 kambarių butas Klaipėda,76.00,3,2/2,,158 000 € (2 079 €/m²)
2 kambarių butas Klaipėda,67.00,2,5/5,,64 000 € (955 €/m²)
2 kambarių butas Klaipėda,60.00,2,1/5,,60 000 € (1 000 €/m²)
3 kambarių butas Klaipėdos rajono sav.,90.00,3,2/2,,54 000 € (600 €/m²)
4 kambarių butas Palangoje,100.00,4,2/2,,170 000 € (1 700 €/m²)
3 kambarių butas Klaipėda,69.00,3,4/5,2004,90 000 € (1 304 €/m²)
4 kambarių butas Klaipėdos rajono sav.,76.00,4,4/5,,65 000 € (855 €/m²)
2 kambarių butas Klaipėda,59.00,2,1/4,,76 000 € (1 288 €/m²)
3 kambarių butas Klaipėda,95.00,3,20/34,,155 000 € (1 632 €/m²)
3 kambarių butas Klaipėda,72.00,3,13/20,,118 000 € (1 639 €/m²)
3 kambarių butas Klaipėda,101.00,3,5/18,,170 000 € (1 683 €/m²)
3 kambarių butas Klaipėdoje,60.00,3,4/4,,90 000 € (1 500 €/m²)
2 kambarių butas Klaipėda,60.00,2,4/5,,95 000 € (1 583 €/m²)
3 kambarių butas Klaipėda,96.00,3,4/6,,131 000 € (1 365 €/m²)
2 kambarių butas Klaipėda,71.00,2,3/3,,75 000 € (1 056 €/m²)
3 kambarių butas Klaipėdos rajono sav.,51.00,3,2/2,,26 000 € (510 €/m²)
5 kambarių butas Klaipėda,103.00,5,2/3,,152 000 € (1 476 €/m²)
1 kambario butas Klaipėdos rajono sav.,35.00,1,1/3,,26 000 € (743 €/m²)
3 kambarių butas Palangoje,68.00,3,1/4,,67 000 € (985 €/m²)
3 kambarių butas Klaipėdoje,95.00,3,3/3,,205 000 € (2 158 €/m²)
3 kambarių butas Klaipėda,57.00,3,1/4,2019,77 990 € (1 368 €/m²)
3 kambarių butas Klaipėda,79.00,3,6/9,,123 000 € (1 557 €/m²)
2 kambarių butas Klaipėda,56.00,2,5/5,,35 000 € (625 €/m²)
2 kambarių butas Klaipėdos rajono sav.,44.00,2,2/2,1968,3 500 € (80 €/m²)
3 kambarių butas Klaipėda,88.00,3,28/34,,142 000 € (1 614 €/m²)
2 kambarių butas Klaipėdoje,47.00,2,1/9,2006,75 000 € (1 596 €/m²)
4 kambarių butas Klaipėda,103.00,4,3/3,,95 000 € (922 €/m²)
2 kambarių butas Klaipėda,50.00,2,3/5,,42 000 € (840 €/m²)
3 kambarių butas Klaipėda,65.00,3,8/9,,61 000 € (938 €/m²)
3 kambarių butas Klaipėda,95.00,3,5/5,,99 500 € (1 047 €/m²)
2 kambarių butas Klaipėda,36.00,2,4/5,,45 000 € (1 250 €/m²)
3 kambarių butas Klaipėdos rajono sav. ,60.00,3,2/2,,45 000 € (750 €/m²)
2 kambarių butas Klaipėda,64.00,2,17/34,,117 000 € (1 828 €/m²)
2 kambarių butas Klaipėdos rajono sav.,85.00,2,2/2,,45 000 € (529 €/m²)
3 kambarių butas Klaipėda,62.00,3,5/5,,60 000 € (968 €/m²)
3 kambarių butas Klaipėda,62.00,3,9/9,,76 000 € (1 226 €/m²)
2 kambarių butas Klaipėdos rajono sav.,39.00,2,2/2,,25 000 € (641 €/m²)
4 kambarių butas Klaipėda,89.00,4,8/10,,74 000 € (831 €/m²)
3 kambarių butas Klaipėdoje,77.00,3,7/9,1994,65 000 € (844 €/m²)
2 kambarių butas Klaipėda,51.00,2,5/5,,53 500 € (1 049 €/m²)
4 kambarių butas Klaipėda,89.00,4,5/5,,67 000 € (753 €/m²)
2 kambarių butas Klaipėda,82.00,2,1/5,,99 000 € (1 207 €/m²)
2 kambarių butas Klaipėda,47.00,2,5/5,,44 500 € (947 €/m²)
2 kambarių butas Klaipėda,52.00,2,5/5,,65 000 € (1 250 €/m²)
3 kambarių butas Klaipėda,77.00,3,3/4,,99 500 € (1 292 €/m²)
4 kambarių butas Klaipėdoje,140.00,4,2/4,1905,200 000 € (1 429 €/m²)
1 kambario butas Klaipėda,31.00,1,4/5,,41 000 € (1 323 €/m²)
3 kambarių butas Klaipėda,78.00,3,1/10,,72 000 € (923 €/m²)
2 kambarių butas Klaipėda,34.00,2,4/5,,41 000 € (1 206 €/m²)
