,Area,Room,Year,Flat_floor,Total_floor,Price_eur,Price_m2,City
3148,53.0,2,1977,3,5,73000,1377,Klaipeda
3149,70.0,4,1967,1,5,68500,979,Klaipeda
3150,79.0,4,1978,4,5,65000,823,Klaipeda
3151,81.0,3,1982,3,3,71000,877,Palanga
3152,48.0,2,1981,6,9,54600,1138,Klaipeda
3153,57.0,3,1968,2,3,55000,965,Klaipeda
3154,60.0,3,1975,4,5,60000,1000,Klaipeda
3155,12.0,1,1977,2,5,11000,917,Klaipeda
3156,56.0,2,2014,1,5,48500,866,Klaipeda
3157,89.0,4,1936,2,4,165000,1854,Klaipeda
3158,62.0,4,1966,4,5,69000,1113,Klaipeda
3159,54.0,2,2005,8,10,77000,1426,Klaipeda
3161,55.0,2,1974,4,4,100000,1818,Klaipeda
3162,99.0,4,2020,1,2,114000,1152,Vilnius
3163,33.0,1,1970,5,5,39000,1182,Klaipeda
3164,40.0,1,2011,2,10,84000,2100,Klaipeda
3165,53.0,2,1989,4,5,50000,943,Klaipeda
3166,65.0,3,2019,2,4,98000,1508,Klaipeda
3167,100.27,4,2019,2,4,200000,1995,Klaipeda
3168,60.95,3,2020,2,8,73000,1198,Kaunas
3169,40.91,2,2020,2,8,55000,1344,Kaunas
3170,40.63,2,2020,2,8,54500,1341,Kaunas
3171,45.0,2,1957,2,2,36000,800,Klaipeda
3173,51.0,2,1966,4,5,63000,1235,Klaipeda
3174,47.0,2,1965,3,5,53000,1128,Klaipeda
3175,28.31,1,1974,5,5,25600,904,Panevezys
3176,86.0,3,1973,3,3,14000,163,Regionas
3178,62.0,3,1971,9,9,56900,918,Klaipeda
3181,78.0,3,1989,5,5,59000,756,Klaipeda
3182,50.15,2,1989,2,5,44500,887,Panevezys
3183,51.0,3,2020,1,2,129900,2547,Regionas
3184,35.0,2,1980,2,5,45000,1286,Klaipeda
3185,48.0,2,1967,5,5,55000,1146,Klaipeda
3186,50.0,2,1980,8,9,59900,1198,Klaipeda
3187,47.0,2,2006,1,9,74500,1585,Klaipeda
3188,78.0,4,1981,5,5,61400,787,Regionas
3189,67.25,3,1982,5,5,78000,1160,Klaipeda
3190,93.0,3,2000,4,4,158000,1699,Palanga
3191,55.6,2,1959,2,4,113000,2032,Klaipeda
3192,43.0,2,1964,2,5,59999,1395,Klaipeda
3195,44.0,2,1964,1,5,61000,1386,Klaipeda
3197,43.72,2,1964,1,5,29000,663,Panevezys
3198,22.0,1,1974,5,5,18000,818,Klaipeda
3199,62.0,3,1975,4,5,72800,1174,Klaipeda
3200,57.0,3,1953,2,3,114900,2016,Klaipeda
3201,67.0,2,2009,6,20,100000,1493,Klaipeda
3202,78.0,3,1987,4,5,60900,781,Klaipeda
3203,78.0,3,1987,4,5,60900,781,Klaipeda
3205,61.69,3,1958,1,2,10500,170,Regionas
3208,48.0,2,1983,7,9,64000,1333,Klaipeda
3211,25.0,1,1940,1,1,17000,680,Vilnius
3212,46.0,2,1924,1,3,71000,1543,Klaipeda
3213,25.0,1,1940,1,1,27000,1080,Vilnius
3214,78.0,3,1987,4,5,61900,794,Klaipeda
3215,55.0,2,1986,5,9,52000,945,Klaipeda
3217,47.48,3,1970,1,5,19000,400,Regionas
3218,60.0,3,2009,1,5,109000,1817,Klaipeda
3219,43.49,2,1967,3,4,11000,253,Regionas
3220,64.0,3,1978,7,9,68000,1063,Klaipeda
3221,52.0,2,1982,2,5,75000,1442,Klaipeda
3223,19.0,1,2020,1,2,70900,3732,Palanga
3224,50.26,2,1978,2,9,28500,567,Regionas
3225,48.0,2,1983,7,9,64000,1333,Klaipeda
3226,72.0,3,1970,2,5,60000,833,Klaipeda
3227,44.0,2,1964,5,5,54000,1227,Klaipeda
3228,45.34,2,2020,5,7,69000,1522,Vilnius
3229,54.0,2,2008,2,5,89000,1648,Palanga
3230,38.0,2,1973,5,5,39500,1039,Klaipeda
3231,62.0,3,1970,1,9,46500,750,Klaipeda
3232,63.72,3,2016,3,3,119000,1868,Klaipeda
3233,55.3,3,1975,5,5,52000,940,Klaipeda
3234,130.0,4,1970,0,2,99000,762,Palanga
3235,89.0,4,1989,10,10,66000,742,Klaipeda
3236,65.0,3,1978,7,9,65000,1000,Klaipeda
3237,84.0,4,2020,1,2,92000,1095,Vilnius
3238,53.49,3,1992,5,5,32500,608,Regionas
3239,62.1,2,1890,2,3,112000,1804,Panevezys
3240,167.0,6,1988,2,2,300000,1796,Klaipeda
3241,94.0,3,2013,8,9,139999,1489,Klaipeda
3243,68.0,3,1989,8,9,99500,1463,Klaipeda
3244,51.0,3,1973,4,5,69999,1373,Klaipeda
3250,99.0,4,2020,2,3,114000,1152,Vilnius
3251,65.0,3,1980,1,4,59999,923,Palanga
3254,33.0,2,2021,1,2,62000,1879,Palanga
3255,62.0,4,1966,4,5,68000,1097,Klaipeda
3256,64.0,3,1972,1,5,57500,898,Klaipeda
3257,55.0,2,1991,7,9,47000,855,Klaipeda
3258,36.0,1,1990,4,5,37300,1036,Klaipeda
3263,84.0,3,1901,2,4,209000,2488,Klaipeda
3264,78.0,3,1987,3,5,72000,923,Klaipeda
3265,40.0,3,2017,3,3,115000,2875,Palanga
3266,64.0,3,1972,1,5,53500,836,Klaipeda
3267,180.0,4,2007,17,18,750000,4167,Vilnius
3268,29.0,1,1970,3,5,42000,1448,Klaipeda
3270,30.0,1,1968,3,5,42000,1400,Klaipeda
3271,40.0,2,1959,1,2,62000,1550,Klaipeda
3272,77.0,4,1987,1,5,43900,570,Regionas
3273,40.0,2,1940,1,1,36000,900,Vilnius
3274,55.58,3,2022,2,9,71500,1286,Kaunas
3275,78.0,3,1983,4,5,73000,936,Klaipeda
3280,50.0,2,1980,5,9,63000,1260,Klaipeda
3281,21.0,1,1979,3,5,19900,948,Vilnius
3282,72.0,3,1969,4,5,61000,847,Klaipeda
3283,62.0,3,1975,4,5,77800,1255,Klaipeda
3284,49.0,2,1971,1,5,48000,980,Klaipeda
3285,50.0,2,1930,2,3,50000,1000,Klaipeda
3286,64.02,3,1985,4,5,38000,594,Regionas
3287,114.0,5,1985,5,5,159600,1400,Klaipeda
3291,47.0,2,1982,4,5,55000,1170,Klaipeda
3292,55.0,2,1991,8,10,53000,964,Klaipeda
3293,51.0,2,1979,5,5,47000,922,Klaipeda
3294,55.0,3,1969,1,5,54000,982,Klaipeda
3296,73.85,3,1975,1,3,8900,121,Regionas
3297,39.0,1,1954,3,3,22500,577,Siauliai
3298,106.04,4,2020,2,4,342500,3230,Vilnius
3300,55.0,2,1982,7,9,56500,1027,Klaipeda
3301,64.0,3,1972,1,5,53500,836,Klaipeda
3302,50.0,2,1980,6,9,63000,1260,Klaipeda
3303,124.93,4,2019,3,3,385000,3082,Vilnius
3304,73.63,4,2019,1,3,233000,3164,Vilnius
3305,80.43,3,2019,3,3,257000,3195,Vilnius
3306,50.0,3,1964,2,3,89000,1780,Kaunas
3307,31.0,2,1964,2,3,59000,1903,Kaunas
3313,52.0,2,1988,3,5,52000,1000,Klaipeda
3315,33.0,1,1975,9,9,30500,924,Klaipeda
3316,54.0,2,1995,5,5,47400,878,Klaipeda
3317,48.0,2,1973,1,3,12900,269,Regionas
3318,106.01,4,2020,1,4,342400,3230,Vilnius
3321,142.0,5,2000,1,3,119000,838,Vilnius
3322,68.0,2,2020,1,5,109900,1616,Vilnius
3326,64.0,3,1989,5,5,63000,984,Klaipeda
3327,58.0,2,2009,7,11,180000,3103,Palanga
3330,66.97,3,1988,4,5,79000,1180,Siauliai
3331,53.0,2,1978,2,2,20000,377,Regionas
3332,33.0,1,1977,3,5,39500,1197,Klaipeda
3334,38.0,2,1981,3,5,37500,987,Vilnius
3335,102.0,3,1936,2,3,152000,1490,Klaipeda
3336,95.0,3,2010,20,34,119999,1263,Klaipeda
3337,90.0,4,1971,5,5,130000,1444,Klaipeda
3338,88.0,4,1978,9,9,76000,864,Klaipeda
3339,86.0,3,1970,2,4,175400,2040,Klaipeda
3342,55.0,2,1990,4,9,57000,1036,Klaipeda
3343,64.0,3,1975,6,9,65000,1016,Klaipeda
3345,52.0,2,1988,3,5,52000,1000,Klaipeda
3346,62.79,3,2018,3,5,179500,2859,Druskininkai
3347,52.37,2,2020,6,7,87500,1671,Vilnius
3348,46.0,2,2020,3,7,83000,1804,Vilnius
3349,81.22,4,2020,5,7,125000,1539,Vilnius
3350,41.87,1,2020,6,7,69900,1669,Vilnius
3351,95.0,3,2010,20,34,155000,1632,Klaipeda
3352,61.0,3,1976,1,5,62000,1016,Kaunas
3353,47.0,2,1975,5,5,50000,1064,Klaipeda
3354,64.0,3,1992,5,5,63000,984,Klaipeda
3355,76.0,4,1978,2,5,71500,941,Klaipeda
3356,63.0,3,1979,3,9,53000,841,Klaipeda
3357,89.0,4,1993,4,5,90000,1011,Klaipeda
3358,70.0,3,1974,1,9,63000,900,Klaipeda
3359,92.0,4,1992,2,9,77000,837,Klaipeda
3360,74.0,3,2020,2,2,82300,1112,Klaipeda
3361,113.0,4,1937,2,3,130000,1150,Klaipeda
3362,94.0,3,2011,8,9,139999,1489,Klaipeda
3363,55.0,3,1975,1,4,67300,1224,Klaipeda
3364,60.0,3,1975,2,5,68000,1133,Klaipeda
3365,77.0,3,1982,4,5,76000,987,Klaipeda
3366,61.0,3,1983,5,5,85000,1393,Klaipeda
3367,61.0,3,1976,5,5,65000,1066,Klaipeda
3368,77.0,4,1975,5,5,59900,778,Klaipeda
3369,70.0,3,2018,3,5,94000,1343,Klaipeda
3370,64.0,3,1985,4,9,66000,1031,Klaipeda
3371,78.0,3,1989,5,5,72000,923,Klaipeda
3372,70.0,3,1995,1,5,79000,1129,Klaipeda
3373,66.0,3,2018,1,3,104000,1576,Klaipeda
3374,95.0,3,2013,2,9,160000,1684,Klaipeda
3375,77.0,3,1984,4,5,67800,881,Klaipeda
3376,85.0,3,2019,1,2,180000,2118,Klaipeda
3377,60.0,3,1980,2,3,62500,1042,Klaipeda
3378,58.0,3,2019,2,4,89400,1541,Klaipeda
3379,140.0,4,1908,2,4,198000,1414,Klaipeda
3380,78.0,4,1980,4,5,74500,955,Klaipeda
3381,80.0,3,2005,2,2,115000,1438,Klaipeda
3382,64.0,3,2007,4,4,99000,1547,Klaipeda
3383,82.0,3,2010,15,34,135000,1646,Klaipeda
3384,72.0,3,2010,4,20,105000,1458,Klaipeda
3385,64.0,3,1975,6,9,65000,1016,Klaipeda
3387,55.0,2,1991,3,5,53000,964,Klaipeda
3388,92.0,3,2004,4,4,110000,1196,Palanga
3389,44.0,2,1961,4,4,41900,952,Klaipeda
3390,120.66,4,1940,1,3,361980,3000,Vilnius
3391,47.0,2,1981,5,5,48000,1021,Klaipeda
3392,67.0,3,1997,2,4,63000,940,Palanga
3393,78.0,3,1993,5,5,50000,641,Palanga
3394,47.0,2,2018,2,5,115000,2447,Palanga
3397,40.0,1,2007,1,4,71000,1775,Klaipeda
3398,77.0,3,1988,4,5,73000,948,Klaipeda
3399,47.0,2,1965,4,4,72000,1532,Palanga
3400,18.0,1,1965,4,5,13000,722,Klaipeda
3401,42.0,1,1986,3,4,51000,1214,Palanga
3402,79.0,3,2008,6,9,120000,1519,Klaipeda
3403,53.0,2,1977,3,5,74000,1396,Klaipeda
3404,50.0,2,1969,5,5,65000,1300,Klaipeda
3405,55.0,2,1989,4,9,53000,964,Klaipeda
3406,51.0,2,1980,2,4,83000,1627,Palanga
3407,18.0,1,1966,4,5,14500,806,Klaipeda
3408,100.0,4,1993,3,9,99000,990,Klaipeda
3409,77.0,3,1994,4,5,87000,1130,Klaipeda
3410,88.0,4,1991,5,5,65000,739,Klaipeda
3411,67.0,3,1992,4,5,47500,709,Regionas
3412,49.0,2,2018,2,3,49000,1000,Regionas
3413,67.0,3,1994,2,4,63000,940,Palanga
3414,69.0,3,1978,8,9,74900,1086,Klaipeda
3415,36.0,1,1990,4,5,39500,1097,Klaipeda
3416,78.0,3,1974,4,4,152000,1949,Palanga
3417,55.0,2,1984,3,5,54900,998,Klaipeda
3418,54.0,3,2020,1,4,72500,1343,Regionas
3419,52.0,2,1982,5,5,40300,775,Klaipeda
3420,45.0,2,1932,3,3,75000,1667,Klaipeda
3421,27.0,1,1950,5,5,29000,1074,Klaipeda
3422,56.0,2,1991,9,9,59600,1064,Klaipeda
3423,18.0,1,1967,5,5,8700,483,Klaipeda
3424,45.0,2,1970,5,5,55000,1222,Klaipeda
3425,38.0,2,1960,3,3,70000,1842,Klaipeda
3426,50.0,2,1977,3,9,47000,940,Klaipeda
3427,69.0,3,1981,2,9,71000,1029,Klaipeda
3428,72.0,3,1995,2,16,69000,958,Klaipeda
3429,48.0,2,2019,3,4,103200,2150,Klaipeda
3430,52.0,3,2016,2,2,156000,3000,Palanga
3431,51.0,2,1966,5,5,72500,1422,Klaipeda
3432,51.0,2,2007,4,4,109500,2147,Palanga
3433,56.0,3,2000,3,3,86800,1550,Palanga
3434,46.0,2,1930,3,4,96500,2098,Klaipeda
3435,42.0,2,1973,1,5,48800,1162,Klaipeda
3436,47.0,2,1988,5,5,59999,1277,Klaipeda
3437,56.0,1,1976,1,5,48000,857,Klaipeda
3438,47.0,2,1980,1,5,45000,957,Regionas
3439,43.0,2,1960,2,2,82000,1907,Klaipeda
3440,54.0,2,1976,5,5,54000,1000,Klaipeda
3441,72.0,2,2012,1,4,115000,1597,Palanga
3442,55.0,3,2017,1,3,159000,2891,Palanga
3443,48.0,2,2009,5,7,88000,1833,Klaipeda
3444,78.0,3,1986,8,9,55000,705,Klaipeda
3445,38.0,2,1970,3,5,57000,1500,Klaipeda
3446,54.0,2,2006,5,5,59500,1102,Klaipeda
3447,42.0,2,1963,4,4,52000,1238,Klaipeda
3448,49.0,2,1977,2,9,51500,1051,Klaipeda
3449,82.0,2,2000,1,5,99000,1207,Klaipeda
3450,57.0,2,2005,1,4,76000,1333,Klaipeda
3451,45.0,2,2019,2,4,65000,1444,Klaipeda
3452,69.0,3,1982,4,9,59000,855,Regionas
3453,60.0,2,2017,1,3,185000,3083,Palanga
3454,36.0,1,1978,1,1,23000,639,Regionas
3455,62.0,2,1987,5,5,65000,1048,Klaipeda
3456,65.0,2,2007,2,4,158888,2444,Palanga
3457,48.0,2,1978,5,5,57000,1188,Klaipeda
3458,25.0,1,1980,1,5,27800,1112,Klaipeda
3459,55.0,2,1988,9,9,49900,907,Klaipeda
3460,38.0,2,1962,5,5,51000,1342,Klaipeda
3461,34.0,2,1901,1,2,25000,735,Regionas
3462,47.0,2,1980,1,5,63000,1340,Klaipeda
3463,57.0,2,2008,1,4,89000,1561,Klaipeda
3464,56.0,2,1971,5,5,36500,652,Klaipeda
3465,30.0,2,1990,2,2,9500,317,Regionas
3466,75.0,3,2010,1,3,149000,1987,Palanga
3467,58.0,2,2005,3,15,63000,1086,Klaipeda
3468,50.0,2,1971,2,5,36000,720,Klaipeda
3469,52.0,2,1987,1,4,99000,1904,Klaipeda
3470,47.0,2,1975,5,5,39500,840,Klaipeda
3471,46.0,2,1966,2,5,59900,1302,Klaipeda
3472,51.0,3,1988,1,2,52000,1020,Regionas
3473,40.0,2,2019,4,4,59000,1475,Klaipeda
3474,38.0,1,1981,2,2,29000,763,Regionas
3475,40.0,1,2011,2,9,84000,2100,Klaipeda
3476,83.0,3,2006,14,21,191000,2301,Klaipeda
3477,38.0,2,1966,4,5,49500,1303,Klaipeda
3478,71.0,4,1972,1,5,79000,1113,Regionas
3479,46.0,2,1970,5,5,47000,1022,Klaipeda
3480,60.0,2,2003,1,4,168000,2800,Palanga
3482,84.0,4,2020,2,3,92000,1095,Vilnius
3487,199.98,4,1999,3,4,399950,2000,Vilnius
3488,49.76,2,1974,4,5,42000,844,Siauliai
3489,67.0,2,1999,1,5,75000,1119,Klaipeda
3493,78.0,4,1994,4,4,70000,897,Palanga
3495,64.0,3,1978,8,9,65000,1016,Klaipeda
3497,78.0,3,1990,2,5,65000,833,Klaipeda
3498,49.52,2,1986,1,2,7950,161,Regionas
3499,44.0,2,1967,1,5,66000,1500,Klaipeda
3500,64.0,3,2016,3,3,119000,1859,Klaipeda
3501,64.02,3,2009,1,3,165000,2577,Vilnius
3502,77.67,4,1976,1,5,102000,1313,Regionas
3503,88.0,3,2004,4,4,130000,1477,Palanga
3504,79.0,3,2008,1,9,118000,1494,Klaipeda
3505,30.0,1,1974,5,5,39000,1300,Klaipeda
3509,67.0,3,1985,1,5,76500,1142,Klaipeda
3510,200.28,4,1999,3,4,399950,1997,Vilnius
3511,112.3,4,1936,3,4,117000,1042,Klaipeda
3524,67.0,3,1991,4,5,72000,1075,Klaipeda
3525,33.0,1,1977,3,5,39500,1197,Klaipeda
3526,62.0,3,1971,4,5,52000,839,Klaipeda
3527,46.0,2,1980,3,4,99000,2152,Klaipeda
3528,58.0,2,2006,2,5,91500,1578,Klaipeda
3529,71.0,4,1974,2,5,47000,662,Regionas
3534,77.0,3,1947,3,3,105000,1364,Siauliai
3541,43.0,1,1991,5,10,49000,1140,Klaipeda
3542,54.0,2,1982,2,5,50000,926,Klaipeda
3543,33.0,1,1980,5,5,40000,1212,Klaipeda
3544,62.0,3,1988,3,5,65000,1048,Klaipeda
3545,44.0,2,2019,5,5,82000,1864,Klaipeda
3546,66.0,2,1992,3,5,68000,1030,Klaipeda
3548,167.0,3,1915,3,3,125000,749,Regionas
3549,44.0,2,1975,5,5,30000,682,Regionas
3550,52.0,2,1985,2,3,112500,2163,Klaipeda
3551,40.0,2,1931,2,2,35500,888,Klaipeda
3552,35.0,2,1980,2,5,43000,1229,Klaipeda
3553,38.0,2,1964,5,5,48000,1263,Klaipeda
3554,35.0,2,1968,4,5,43800,1251,Klaipeda
3555,70.0,2,2008,2,5,110000,1571,Klaipeda
3556,71.0,2,2012,3,3,70000,986,Klaipeda
3557,49.0,1,2010,2,2,85000,1735,Palanga
3558,48.0,2,1997,2,5,48500,1010,Regionas
3559,74.0,2,2007,12,20,173000,2338,Klaipeda
3560,17.0,1,1969,4,4,10500,618,Klaipeda
3561,57.0,2,1982,7,9,45000,789,Klaipeda
3562,69.0,3,1993,5,5,51000,739,Regionas
3563,100.0,5,1988,2,2,19000,190,Regionas
3564,79.0,2,2013,4,4,180000,2278,Palanga
3565,78.0,3,1988,5,5,56000,718,Regionas
3566,51.0,2,1995,5,5,65000,1275,Klaipeda
3567,44.0,1,2002,11,15,73000,1659,Klaipeda
3568,44.0,2,1933,2,2,37000,841,Klaipeda
3569,54.0,2,2019,1,5,108000,2000,Klaipeda
3570,44.0,2,1962,1,5,54000,1227,Klaipeda
3571,39.0,2,1964,5,5,65000,1667,Klaipeda
3573,65.0,3,1978,4,5,51000,785,Regionas
3574,62.0,3,1980,1,4,59999,968,Palanga
3575,79.0,3,1996,5,5,62000,785,Regionas
3576,52.0,2,1969,5,5,55000,1058,Klaipeda
3577,35.0,1,1990,2,5,35500,1014,Klaipeda
3578,12.0,1,1975,5,5,9800,817,Klaipeda
3579,34.0,1,1992,4,5,48000,1412,Klaipeda
3580,18.0,1,1964,2,5,10000,556,Klaipeda
3581,55.0,2,1985,3,5,67999,1236,Klaipeda
3582,114.0,4,2018,3,3,320000,2807,Vilnius
3583,54.0,2,1990,5,5,45000,833,Klaipeda
3585,65.0,3,1994,3,5,61000,938,Klaipeda
3586,55.0,2,1979,4,5,47900,871,Klaipeda
3587,74.26,4,1971,4,5,68000,916,Druskininkai
3588,82.0,4,1987,9,9,72000,878,Kaunas
3589,61.0,3,1979,3,5,68000,1115,Klaipeda
3590,45.0,2,1973,3,5,39000,867,Klaipeda
3591,70.0,2,1989,5,5,27999,400,Regionas
3592,67.0,3,1967,1,5,73500,1097,Klaipeda
3593,177.0,5,1957,1,4,125000,706,Klaipeda
3594,54.0,2,1995,5,5,52000,963,Klaipeda
3595,41.6,2,1953,2,3,59000,1418,Klaipeda
3596,70.7,4,1967,2,5,68000,962,Klaipeda
3597,54.0,3,1973,4,4,10000,185,Regionas
3598,60.95,3,1971,4,5,26000,427,Regionas
3601,58.0,2,2010,7,11,180000,3103,Palanga
3602,78.0,3,1987,5,5,72000,923,Klaipeda
3603,50.23,2,1970,5,5,44900,894,Siauliai
3604,123.14,4,2021,3,4,480246,3900,Vilnius
3605,182.0,4,2020,2,4,821025,4511,Vilnius
3606,52.0,2,1985,3,4,115000,2212,Klaipeda
3607,52.0,2,1992,4,5,47000,904,Klaipeda
3608,62.0,3,1979,3,5,66000,1065,Klaipeda
3609,90.24,4,1992,2,3,89000,986,Druskininkai
3612,52.0,2,1992,4,5,48000,923,Klaipeda
3613,44.32,2,1971,5,5,37500,846,Siauliai
3614,55.0,3,1971,5,5,49000,891,Klaipeda
3615,50.0,2,1960,1,2,30000,600,Regionas
3616,40.0,2,1960,1,5,61500,1538,Klaipeda
3617,94.0,4,2019,1,2,125000,1330,Vilnius
3618,94.0,4,2019,1,2,149000,1585,Vilnius
3619,94.0,4,2019,1,2,118000,1255,Vilnius
3622,45.0,2,1970,5,5,55000,1222,Klaipeda
3624,55.0,2,2006,5,5,59500,1082,Klaipeda
3625,84.0,3,2007,4,9,107000,1274,Klaipeda
3626,116.0,3,1933,3,3,133000,1147,Klaipeda
3627,55.0,2,1989,4,5,35000,636,Regionas
3628,52.0,2,1992,4,5,45500,875,Klaipeda
3629,100.0,3,1956,2,3,109000,1090,Klaipeda
3631,44.0,2,1968,5,5,53500,1216,Klaipeda
3632,50.4,2,2013,3,6,137500,2728,Druskininkai
3633,59.14,2,2020,6,7,84995,1437,Klaipeda
3634,48.92,2,2020,1,7,67815,1386,Klaipeda
3635,67.0,3,1985,1,3,76500,1142,Klaipeda
3636,54.0,2,1981,5,5,57000,1056,Klaipeda
3638,47.0,3,1940,5,5,189200,4026,Vilnius
3639,94.0,3,2016,2,3,129500,1378,Klaipeda
3640,43.0,2,1964,5,5,64500,1500,Klaipeda
3641,80.0,4,1975,5,5,65900,824,Kaunas
3642,64.0,3,1976,7,9,54000,844,Klaipeda
3643,94.0,4,2019,1,2,124000,1319,Vilnius
3644,65.0,3,1994,3,5,65000,1000,Klaipeda
3645,45.56,2,1969,5,5,35000,768,Siauliai
3646,67.0,3,1985,1,5,73500,1097,Klaipeda
3647,45.0,2,1970,5,5,55000,1222,Klaipeda
3648,38.0,1,1956,3,3,67000,1763,Klaipeda
3649,64.0,2,2015,2,5,139000,2172,Klaipeda
3650,24.0,1,1975,5,5,10000,417,Regionas
3651,18.0,1,1970,4,4,8000,444,Klaipeda
3652,50.0,3,1964,2,3,59000,1180,Kaunas
3654,64.0,3,1976,2,9,71000,1109,Klaipeda
3656,48.0,2,1971,2,2,28900,602,Regionas
3658,21.0,1,1981,3,5,21000,1000,Vilnius
3659,18.0,1,1967,5,5,10500,583,Klaipeda
3660,82.0,3,1957,2,3,110000,1341,Klaipeda
3662,38.59,2,1893,1,2,150000,3887,Vilnius
3663,70.0,3,2006,2,9,105000,1500,Klaipeda
3664,85.0,3,1988,2,2,160000,1882,Klaipeda
3665,75.0,3,2010,1,3,149000,1987,Palanga
3666,90.1,3,2005,5,6,172000,1909,Klaipeda
3667,43.0,2,1954,1,3,72000,1674,Klaipeda
3668,40.0,2,1960,2,2,75000,1875,Klaipeda
3669,75.0,3,1988,2,2,140000,1867,Klaipeda
3670,47.0,2,1981,4,5,61000,1298,Klaipeda
3671,44.0,2,2019,5,5,84100,1911,Klaipeda
3673,72.0,3,1989,7,9,125000,1736,Klaipeda
3674,46.0,2,1967,5,5,56000,1217,Klaipeda
3675,85.0,3,2016,7,19,145000,1706,Klaipeda
3676,60.0,2,1994,4,4,55000,917,Palanga
3677,43.51,1,1988,5,5,39000,896,Klaipeda
3678,78.0,3,1991,6,9,70000,897,Klaipeda
3679,72.0,3,2008,3,20,179000,2486,Klaipeda
3681,78.0,3,1989,4,9,50000,641,Klaipeda
3682,79.0,3,1984,2,5,67000,848,Klaipeda
3683,54.0,2,1990,5,5,45000,833,Klaipeda
3687,53.98,2,1981,5,5,58000,1074,Klaipeda
3688,47.0,2,1970,4,5,68000,1447,Vilnius
3689,49.0,2,1970,4,5,61000,1245,Klaipeda
3690,51.0,2,1974,5,5,55500,1088,Klaipeda
3692,55.89,2,1989,2,2,6400,115,Regionas
3693,31.0,2,1964,2,3,39000,1258,Kaunas
3697,62.2,3,1969,2,2,26000,418,Regionas
3698,54.0,2,1982,2,5,53000,981,Klaipeda
3699,48.0,2,1989,9,9,44000,917,Klaipeda
3700,47.0,2,1976,2,5,57500,1223,Klaipeda
3701,130.0,3,2007,1,4,377000,2900,Vilnius
3702,46.0,2,1976,5,5,46000,1000,Klaipeda
3704,48.0,2,1981,6,9,49000,1021,Klaipeda
3708,25.0,1,2015,1,1,68000,2720,Palanga
3709,20.0,1,1958,3,4,27000,1350,Klaipeda
3710,48.0,2,1989,9,9,42000,875,Klaipeda
3711,64.0,3,1971,7,9,58000,906,Klaipeda
3712,41.0,2,2017,1,4,145000,3537,Vilnius
3716,174.87,4,2018,3,3,899454,5144,Vilnius
3717,37.0,1,1951,3,3,68400,1849,Klaipeda
3718,105.0,4,1990,1,4,79900,761,Palanga
3719,66.0,3,1988,3,3,75000,1136,Regionas
3720,61.0,2,2018,3,4,97000,1590,Palanga
3721,70.0,3,2006,2,9,105000,1500,Klaipeda
3726,60.0,2,1956,3,3,94000,1567,Klaipeda
3727,66.41,3,1998,5,5,62000,934,Klaipeda
3732,47.04,2,1975,3,5,15200,323,Regionas
3733,46.46,2,1956,1,2,2400,52,Regionas
3734,36.97,2,1956,2,2,2200,60,Regionas
3737,49.0,2,1957,3,3,76000,1551,Klaipeda
3738,52.0,2,1987,1,4,95000,1827,Klaipeda
3744,67.0,2,1978,2,5,68000,1015,Klaipeda
3745,65.0,3,2009,6,7,102000,1569,Klaipeda
3746,16.0,1,1961,1,4,20000,1250,Klaipeda
3747,53.0,2,1992,5,13,50000,943,Klaipeda
3748,70.0,3,2006,2,9,105000,1500,Klaipeda
3749,78.99,3,1989,5,5,73500,930,Klaipeda
3750,47.5,2,1975,1,5,57000,1200,Klaipeda
3751,59.01,2,2018,2,9,103267,1750,Kaunas
3752,67.0,2,1986,4,5,60000,896,Klaipeda
3753,67.0,2,1995,4,5,65000,970,Klaipeda
3754,50.18,2,1967,3,5,79000,1574,Panevezys
3755,60.0,3,1975,2,2,37000,617,Regionas
3756,47.0,2,1978,2,5,65000,1383,Klaipeda
3757,82.98,3,2005,1,5,126000,1518,Klaipeda
3762,66.67,3,2005,3,5,102000,1530,Klaipeda
3763,57.0,3,1953,2,3,115000,2018,Klaipeda
3764,71.37,3,2019,2,9,92000,1289,Vilnius
3765,45.42,2,2020,2,9,59000,1299,Vilnius
3766,53.88,2,2020,8,9,62000,1151,Vilnius
3767,65.67,3,2020,7,9,87000,1325,Vilnius
3768,71.37,3,2020,6,9,74000,1037,Vilnius
3772,95.03,3,2008,1,3,350000,3683,Palanga
3776,48.0,2,1981,7,9,52000,1083,Klaipeda
3777,63.99,3,1974,5,9,47999,750,Klaipeda
3778,60.42,2,2018,6,7,62000,1026,Druskininkai
3779,115.0,3,2015,2,3,185000,1609,Klaipeda
3780,41.11,2,2016,1,6,113053,2750,Druskininkai
3781,11.0,1,1974,3,4,13999,1273,Klaipeda
3782,76.81,3,2018,1,7,112400,1463,Klaipeda
3783,50.97,2,2018,1,7,79800,1566,Klaipeda
3787,47.44,2,1975,2,2,27900,588,Regionas
3788,78.68,3,2018,1,7,113800,1446,Klaipeda
3789,77.0,3,1993,4,5,68000,883,Klaipeda
3790,77.51,3,1990,2,5,65000,839,Klaipeda
3791,33.0,1,1935,1,2,27000,818,Klaipeda
3792,61.0,2,2020,3,3,122000,2000,Klaipeda
3793,64.85,2,2020,3,3,129700,2000,Klaipeda
3794,112.0,4,2020,2,3,224000,2000,Klaipeda
3795,49.0,2,1990,3,5,57999,1184,Klaipeda
