,Area,Room,Year,Flat_floor,Total_floor,Price_eur,Price_m2,City
1858,48.0,2,1966,5,5,45000,938,Klaipeda
1859,52.44,3,2021,2,5,117000,2231,Vilnius
1860,63.0,3,2016,1,3,122000,1937,Klaipeda
1861,62.59,3,2021,4,5,98000,1566,Vilnius
1863,80.0,3,1972,2,3,128000,1600,Klaipeda
1864,27.0,1,1967,5,5,30000,1111,Klaipeda
1865,16.0,1,1989,1,5,21500,1344,Klaipeda
1866,100.0,4,2018,1,2,165000,1650,Vilnius
1867,42.0,2,1963,2,5,56600,1348,Klaipeda
1868,29.0,1,1975,4,5,33000,1138,Klaipeda
1869,50.0,2,1974,6,9,60000,1200,Klaipeda
1870,54.0,3,1964,1,5,75000,1389,Klaipeda
1871,76.0,3,1988,3,5,81000,1066,Klaipeda
1872,72.0,3,1968,5,5,54000,750,Klaipeda
1873,33.96,1,1940,1,2,98000,2886,Vilnius
1874,68.81,3,2016,1,4,134000,1947,Vilnius
1875,68.81,3,2016,1,4,134000,1947,Vilnius
1876,103.0,3,1936,2,3,152000,1476,Klaipeda
1877,36.9,2,2019,6,8,52000,1409,Klaipeda
1878,44.0,2,1962,3,5,65000,1477,Klaipeda
1879,56.64,3,2019,2,8,72100,1273,Klaipeda
1880,54.0,2,1986,5,5,53800,996,Klaipeda
1881,48.0,2,1980,2,5,66500,1385,Klaipeda
1882,88.0,4,1989,7,9,65000,739,Klaipeda
1883,67.69,3,1969,2,2,128000,1891,Klaipeda
1884,22.81,1,1940,2,3,22000,964,Vilnius
1885,59.14,3,1975,5,5,45000,761,Siauliai
1886,55.0,3,1970,3,5,53000,964,Klaipeda
1887,55.0,3,1971,5,5,49000,891,Klaipeda
1888,78.0,3,1986,4,5,72000,923,Klaipeda
1889,199.0,4,2001,2,2,425000,2136,Vilnius
1890,114.0,4,1957,3,4,290000,2544,Vilnius
1900,36.43,2,1963,3,5,85000,2333,Vilnius
1901,35.0,2,1968,4,5,43800,1251,Klaipeda
1902,46.0,2,1967,5,5,48800,1061,Klaipeda
1903,53.0,2,2013,1,2,113850,2148,Vilnius
1904,64.96,2,2009,3,5,215000,3310,Druskininkai
1905,61.64,2,2015,2,2,130167,2112,Regionas
1906,61.0,3,1976,2,5,62000,1016,Klaipeda
1907,73.0,4,1971,4,5,82000,1123,Kaunas
1908,54.2,2,1958,3,4,59650,1101,Vilnius
1909,55.0,2,1974,4,4,99999,1818,Klaipeda
1910,47.0,2,2020,3,3,215000,4574,Vilnius
1911,39.0,2,1974,3,5,27000,692,Klaipeda
1912,58.0,3,1969,4,5,77900,1343,Vilnius
1913,61.0,2,1994,4,5,53000,869,Klaipeda
1914,63.0,3,2016,1,3,125000,1984,Klaipeda
1915,89.41,3,2021,8,9,110000,1230,Vilnius
1916,96.95,3,2021,3,4,448000,4621,Vilnius
1917,78.08,3,2018,1,3,94000,1204,Regionas
1918,78.08,3,2018,1,3,94000,1204,Vilnius
1919,67.25,3,1987,3,5,92000,1368,Vilnius
1920,31.14,1,2021,6,6,83800,2691,Vilnius
1921,31.58,1,2021,3,6,78700,2492,Vilnius
1922,71.31,3,2018,2,3,105000,1472,Regionas
1923,71.31,3,2018,2,3,105000,1472,Vilnius
1924,68.81,3,1982,6,12,73000,1061,Siauliai
1926,81.0,3,2007,10,23,153900,1900,Vilnius
1928,64.0,2,2008,7,35,95000,1484,Klaipeda
1929,28.12,1,2019,1,3,62500,2223,Vilnius
1938,111.0,3,2020,1,1,350000,3153,Vilnius
1939,129.0,4,2020,1,1,370000,2868,Vilnius
1940,95.0,3,2011,20,34,155000,1632,Klaipeda
1941,25.0,1,1969,5,5,20700,828,Klaipeda
1942,57.83,3,2020,4,6,159032,2750,Druskininkai
1943,54.0,2,1970,1,9,69000,1278,Klaipeda
1944,40.0,1,2007,1,4,70000,1750,Klaipeda
1945,78.0,3,1997,5,5,73900,947,Klaipeda
1946,94.39,3,2017,1,5,259573,2750,Druskininkai
1947,63.0,2,2007,3,5,158000,2508,Klaipeda
1948,39.0,2,2014,4,4,73000,1872,Klaipeda
1949,87.33,4,1991,5,5,50300,576,Siauliai
1950,70.0,3,2009,3,6,268000,3829,Vilnius
1951,30.0,1,1972,4,5,24000,800,Panevezys
1952,47.0,2,1986,3,5,49500,1053,Klaipeda
1953,38.0,2,1981,3,5,47500,1250,Vilnius
1954,48.5,2,2020,5,9,83900,1730,Vilnius
1956,72.0,4,1970,4,5,85999,1194,Klaipeda
1957,61.22,3,1985,5,5,82900,1354,Vilnius
1960,73.0,2,2004,8,9,145000,1986,Vilnius
1961,62.09,3,1991,3,5,65000,1047,Regionas
1962,102.0,3,1936,2,2,152000,1490,Klaipeda
1963,50.06,2,1986,5,5,35900,717,Regionas
1964,66.72,3,1993,4,4,39900,598,Regionas
1965,42.93,2,1920,1,3,99000,2306,Klaipeda
1966,55.0,2,1988,2,9,61000,1109,Klaipeda
1968,55.0,2,1983,5,5,55500,1009,Klaipeda
1970,159.0,5,1956,5,5,399000,2509,Vilnius
1971,47.0,2,1974,4,5,49500,1053,Klaipeda
1972,47.0,2,1974,4,5,49500,1053,Klaipeda
1973,60.0,2,1995,10,10,55000,917,Klaipeda
1974,95.0,3,2011,20,30,155000,1632,Klaipeda
1976,60.37,2,1997,10,10,55000,911,Klaipeda
1977,77.0,3,1988,4,5,73000,948,Klaipeda
1978,88.0,4,1987,5,9,59999,682,Klaipeda
1979,52.0,2,1988,5,12,72000,1385,Klaipeda
1981,21.0,1,2020,1,2,88000,4190,Palanga
1982,48.0,2,1966,5,5,43500,906,Klaipeda
1983,100.0,3,1965,3,4,110000,1100,Siauliai
1984,47.0,2,1984,1,5,53000,1128,Klaipeda
1985,64.0,3,1990,2,5,62000,969,Klaipeda
1986,38.0,1,1940,1,2,135000,3553,Vilnius
1987,99.89,4,1940,2,3,289000,2893,Vilnius
1988,65.0,2,1988,2,5,68000,1046,Klaipeda
1989,80.0,3,1997,4,4,90000,1125,Palanga
1990,56.0,2,1995,5,10,57000,1018,Klaipeda
1991,47.0,2,1980,2,5,65000,1383,Klaipeda
1993,64.0,3,1975,5,5,57000,891,Regionas
1995,62.0,2,1992,4,5,62000,1000,Klaipeda
1996,55.0,2,1990,9,9,55000,1000,Klaipeda
1997,93.21,4,1992,2,2,93000,998,Kaunas
1999,78.0,3,1985,2,5,65000,833,Regionas
2003,70.16,4,1968,5,5,64000,912,Klaipeda
2006,70.0,3,2019,4,4,219500,3136,Vilnius
2007,22.0,1,1940,1,1,33700,1532,Vilnius
2008,99.14,3,2005,3,3,195500,1972,Vilnius
2009,89.0,4,1988,5,9,77500,871,Klaipeda
2010,54.0,2,1982,4,5,59400,1100,Klaipeda
2011,63.0,2,2018,2,5,135000,2143,Klaipeda
2012,36.0,1,1980,4,5,47000,1306,Klaipeda
2014,41.72,2,2021,1,3,147000,3523,Vilnius
2015,70.0,3,2006,14,20,220000,3143,Klaipeda
2016,76.0,3,1989,3,5,79000,1039,Klaipeda
2017,48.14,2,2020,5,9,94289,1959,Vilnius
2018,80.0,3,1972,2,3,125000,1563,Klaipeda
2019,53.41,2,1970,1,9,69000,1292,Klaipeda
2020,69.0,3,1980,7,9,62000,899,Klaipeda
2021,54.0,2,1990,5,5,66000,1222,Klaipeda
2023,81.99,4,1992,5,5,40700,496,Regionas
2027,46.0,2,1967,5,5,48800,1061,Klaipeda
2028,45.0,2,1969,4,5,65000,1444,Klaipeda
2029,52.0,2,1977,4,5,73000,1404,Klaipeda
2030,47.0,2,1980,2,5,65000,1383,Klaipeda
2032,95.44,4,2020,9,9,206116,2160,Vilnius
2033,50.0,2,1982,9,9,47900,958,Siauliai
2034,126.12,3,2006,1,3,254000,2014,Klaipeda
2035,40.04,2,2020,8,9,86530,2161,Vilnius
2036,51.08,3,2020,4,9,97322,1905,Vilnius
2037,57.1,3,2020,9,9,129509,2268,Vilnius
2038,49.0,2,1981,5,5,53500,1092,Klaipeda
2039,45.0,2,2020,7,9,86000,1911,Klaipeda
2045,50.0,2,2014,2,4,129500,2590,Palanga
2046,52.0,2,1988,3,5,52000,1000,Klaipeda
2047,52.0,2,1977,4,5,71600,1377,Klaipeda
2048,26.55,1,2017,1,5,73013,2750,Druskininkai
2049,52.0,2,1980,5,5,60000,1154,Klaipeda
2050,44.32,2,2020,3,4,151400,3416,Vilnius
2051,54.0,2,1982,4,5,52000,963,Klaipeda
2052,47.0,2,1930,1,3,84000,1787,Klaipeda
2053,64.0,3,2009,3,4,109000,1703,Klaipeda
2054,38.0,1,1955,1,3,47500,1250,Klaipeda
2055,53.0,2,1992,2,5,57000,1075,Klaipeda
2056,44.0,2,1968,2,2,65000,1477,Klaipeda
2057,56.0,2,2009,2,4,275000,4911,Vilnius
2058,96.33,5,1940,1,2,274999,2855,Vilnius
2059,64.0,2,2011,15,20,175000,2734,Klaipeda
2060,80.0,3,2019,2,3,128000,1600,Klaipeda
2061,64.0,3,1977,4,5,67500,1055,Klaipeda
2062,68.0,3,1991,5,5,68500,1007,Klaipeda
2063,67.0,2,1983,5,5,67000,1000,Klaipeda
2064,54.0,2,1982,4,5,59400,1100,Klaipeda
2065,42.0,2,2019,1,5,114000,2714,Klaipeda
2066,106.04,4,2020,2,3,406200,3831,Vilnius
2067,78.0,3,1995,5,5,72000,923,Klaipeda
2068,55.0,3,1971,5,5,49000,891,Klaipeda
2069,52.0,2,1968,3,5,60000,1154,Klaipeda
2070,60.0,3,2008,1,5,140000,2333,Vilnius
2071,60.0,3,2008,1,5,140000,2333,Vilnius
2072,16.74,1,1940,2,3,39000,2330,Vilnius
2073,60.0,3,2008,1,5,140000,2333,Vilnius
2074,60.0,3,2008,1,5,140000,2333,Vilnius
2081,46.91,2,2020,2,6,103000,2196,Vilnius
2082,102.0,3,1940,5,5,360000,3529,Vilnius
2083,107.0,3,1994,1,3,208000,1944,Vilnius
2084,63.0,2,2006,4,5,81000,1286,Klaipeda
2085,56.0,2,1988,8,9,55000,982,Klaipeda
2086,45.0,2,1968,1,5,46500,1033,Klaipeda
2087,52.0,2,1988,2,3,110000,2115,Klaipeda
2088,50.0,3,1934,3,3,131000,2620,Klaipeda
2089,49.0,2,1978,1,9,53900,1100,Klaipeda
2090,26.0,1,1987,2,3,17000,654,Klaipeda
2091,62.0,3,1975,4,5,59000,952,Klaipeda
2092,45.69,2,1970,4,5,24900,545,Regionas
2093,54.0,2,1989,2,9,65000,1204,Klaipeda
2094,88.0,4,2006,7,7,135000,1534,Klaipeda
2095,53.0,2,2007,3,5,62000,1170,Klaipeda
2097,44.0,2,1960,4,4,39000,886,Klaipeda
2098,78.38,3,2019,3,7,126600,1615,Klaipeda
2099,45.0,2,1957,2,2,36500,811,Klaipeda
2100,89.0,4,1993,4,5,87000,978,Klaipeda
2101,138.58,5,1989,1,2,340000,2453,Vilnius
2102,44.0,2,1870,3,3,186500,4239,Vilnius
2103,48.0,2,1986,9,6,53000,1104,Klaipeda
2104,65.0,3,2007,1,7,109000,1677,Klaipeda
2105,47.0,2,2020,4,6,97500,2074,Vilnius
2106,69.0,3,1976,7,9,63000,913,Klaipeda
2107,45.0,2,1967,4,5,42500,944,Kaunas
2108,88.0,3,1940,3,3,295000,3352,Vilnius
2109,89.0,4,1989,7,9,100000,1124,Klaipeda
2110,41.0,2,2008,1,6,73500,1793,Vilnius
2111,61.4,2,2007,2,2,145000,2362,Vilnius
2112,65.0,3,1967,5,5,47300,728,Panevezys
2113,49.0,2,1983,1,9,48500,990,Klaipeda
2114,55.0,2,1995,5,10,58000,1055,Klaipeda
2115,82.0,3,2007,2,7,129900,1584,Vilnius
2116,90.0,4,1930,3,4,79000,878,Klaipeda
2117,73.0,3,1983,12,13,78000,1068,Siauliai
2118,42.0,2,1963,1,5,83000,1976,Kaunas
2119,66.0,2,1987,5,5,64000,970,Klaipeda
2120,50.0,2,1978,5,5,52000,1040,Regionas
2121,56.0,2,1995,5,10,57000,1018,Klaipeda
2125,150.0,5,1981,5,5,350000,2333,Vilnius
2126,84.52,3,1998,2,4,85000,1006,Siauliai
2128,30.0,1,1975,4,5,33900,1130,Klaipeda
2129,42.0,2,1968,4,5,42500,1012,Siauliai
2130,57.48,2,2018,2,4,242000,4210,Vilnius
2131,50.0,3,1934,3,3,125000,2500,Klaipeda
2132,65.0,3,2007,1,5,109000,1677,Klaipeda
2133,70.0,3,2004,4,5,102000,1457,Klaipeda
2134,50.0,3,1934,3,3,131000,2620,Klaipeda
2135,67.0,3,2005,4,5,113000,1687,Klaipeda
2136,51.0,3,1964,3,5,65000,1275,Klaipeda
2137,61.0,3,1970,2,5,61000,1000,Klaipeda
2138,46.0,2,1976,5,5,44000,957,Klaipeda
2139,39.0,2,1960,4,4,43000,1103,Klaipeda
2140,51.0,2,1967,4,5,46000,902,Klaipeda
2141,39.0,2,2014,4,4,73000,1872,Klaipeda
2142,70.0,3,1992,1,5,61000,871,Klaipeda
2143,56.0,2,1995,5,10,57000,1018,Klaipeda
2144,62.0,3,1969,9,9,74999,1210,Klaipeda
2147,85.05,4,1965,2,3,199000,2340,Kaunas
2148,65.0,3,1990,5,5,72500,1115,Klaipeda
2149,64.0,2,2016,3,4,205000,3203,Klaipeda
2150,63.3,3,2021,5,5,116000,1833,Vilnius
2151,52.44,2,2021,5,5,115000,2193,Vilnius
2152,49.68,2,2021,4,5,83000,1671,Vilnius
2153,30.0,1,1964,3,4,39000,1300,Klaipeda
2154,46.55,2,2021,5,5,104000,2234,Vilnius
2155,52.44,3,2021,4,5,85000,1621,Vilnius
2156,48.25,2,2021,4,5,82000,1699,Vilnius
2157,30.44,1,2021,1,5,54000,1774,Vilnius
2158,52.68,2,2021,3,5,82000,1557,Vilnius
2159,39.0,2,1960,4,4,43000,1103,Klaipeda
2160,62.0,3,1975,4,5,58000,935,Klaipeda
2161,46.0,2,1964,4,5,55999,1217,Klaipeda
2165,70.0,3,1958,1,1,25300,361,Regionas
2167,61.0,2,2006,6,27,149900,2457,Vilnius
2168,50.0,3,1934,3,3,125000,2500,Klaipeda
2169,33.0,2,2017,1,2,145000,4394,Palanga
2170,41.0,2,1935,1,2,89000,2171,Klaipeda
2171,107.0,4,2005,1,1,249999,2336,Kaunas
2172,30.0,1,2020,2,7,75000,2500,Vilnius
2173,60.0,3,2016,4,4,119000,1983,Kaunas
2174,65.0,2,2006,4,5,81000,1246,Klaipeda
2177,79.0,3,1993,1,5,75000,949,Klaipeda
2179,51.0,2,2020,2,3,53550,1050,Panevezys
2180,65.0,2,2020,3,3,215000,3308,Vilnius
2181,52.5,2,1940,2,2,70000,1333,Vilnius
2184,54.0,2,1982,4,5,52000,963,Klaipeda
2187,48.0,2,2009,3,4,125000,2604,Palanga
2189,48.0,2,1986,3,3,89000,1854,Regionas
2190,54.0,2,1977,2,3,117000,2167,Klaipeda
2191,38.0,2,2020,4,4,66000,1737,Klaipeda
2192,46.0,2,1930,3,4,96000,2087,Klaipeda
2193,35.0,2,1957,1,4,75000,2143,Klaipeda
2194,70.0,2,1912,1,3,72000,1029,Klaipeda
2195,29.0,1,1964,3,5,34000,1172,Kaunas
2197,50.0,2,2020,4,4,99999,2000,Vilnius
2198,65.0,3,2019,4,4,98000,1508,Klaipeda
2203,88.0,3,1940,3,3,295000,3352,Vilnius
2204,72.25,3,2007,9,9,118000,1633,Kaunas
2206,30.0,1,1901,1,1,21000,700,Klaipeda
2207,92.0,4,1993,8,10,74000,804,Klaipeda
2208,78.0,4,1977,4,5,88000,1128,Klaipeda
2210,58.6,3,1975,3,5,32900,561,Regionas
2214,64.05,3,2020,3,3,57600,899,Regionas
2215,64.05,3,2020,2,3,57600,899,Regionas
2216,64.05,3,2020,3,3,73400,1146,Regionas
2217,64.05,3,2020,2,3,73400,1146,Regionas
2218,67.11,2,1953,5,5,265000,3949,Vilnius
2219,96.0,4,2009,1,3,449000,4677,Vilnius
2221,30.0,1,1980,10,10,44970,1499,Klaipeda
2222,41.0,2,1935,1,2,89000,2171,Klaipeda
2223,79.23,3,1987,3,5,69500,877,Klaipeda
2224,52.05,2,1983,9,9,76800,1476,Klaipeda
2225,30.0,1,1980,10,10,44970,1499,Klaipeda
2226,135.0,4,1956,3,3,395000,2926,Vilnius
2227,54.0,2,1982,4,5,52000,963,Klaipeda
2228,64.0,3,1974,1,9,49000,766,Klaipeda
2230,25.0,1,1970,1,5,25000,1000,Siauliai
2231,90.0,4,2020,3,6,175500,1950,Vilnius
2232,35.0,2,1984,1,2,18500,529,Regionas
2233,53.0,2,2007,3,5,62000,1170,Klaipeda
2234,55.0,2,1995,5,10,59000,1073,Klaipeda
2235,46.0,2,1954,2,3,77500,1685,Klaipeda
2236,76.0,3,1989,3,5,90000,1184,Klaipeda
2237,65.0,3,2009,1,5,109000,1677,Klaipeda
2238,60.0,3,1970,3,5,99000,1650,Panevezys
2239,140.0,4,1908,2,4,190000,1357,Klaipeda
2240,29.0,1,1969,4,5,33500,1155,Klaipeda
2241,11.0,1,1968,3,5,8900,809,Klaipeda
2242,60.0,3,1971,4,5,59000,983,Klaipeda
2243,38.38,1,1954,1,2,12000,313,Regionas
2244,65.72,3,1972,5,5,14000,213,Regionas
2246,45.0,2,1966,1,4,71000,1578,Klaipeda
2247,51.24,3,1914,1,4,177000,3454,Vilnius
2248,12.0,1,1975,5,5,9500,792,Klaipeda
2249,44.0,2,1968,1,5,47500,1080,Klaipeda
2250,54.17,2,1990,2,4,13500,249,Regionas
2251,47.0,2,1979,5,5,65000,1383,Klaipeda
2252,45.0,2,1966,4,5,65000,1444,Klaipeda
2254,69.86,3,1934,4,4,125000,1789,Kaunas
2255,62.0,3,1969,5,5,64500,1040,Kaunas
2256,52.0,2,2014,1,7,83500,1606,Vilnius
2257,69.4,3,2004,4,5,102000,1470,Klaipeda
2258,38.15,2,1991,3,4,61040,1600,Regionas
2259,24.5,1,1991,3,4,49000,2000,Regionas
2260,23.85,1,1991,1,4,38160,1600,Regionas
2261,67.0,3,1991,3,4,85000,1269,Regionas
2262,58.0,3,1991,2,4,75000,1293,Regionas
2263,16.0,1,1962,3,4,17300,1081,Klaipeda
2264,11.0,1,1974,3,4,14000,1273,Klaipeda
2265,28.0,1,1920,1,3,85000,3036,Vilnius
2266,62.0,3,1985,1,9,72500,1169,Vilnius
2268,72.0,4,1970,4,5,86000,1194,Klaipeda
2269,40.6,2,2021,4,9,91150,2245,Vilnius
2270,49.55,2,2021,3,9,106200,2143,Vilnius
2271,47.7,2,2021,2,9,93200,1954,Vilnius
2272,39.08,2,2021,2,9,86150,2204,Vilnius
2273,78.0,3,1992,3,5,72500,929,Klaipeda
2274,95.0,4,2007,7,12,250000,2632,Klaipeda
2275,70.7,4,1967,1,5,68500,969,Klaipeda
2276,72.0,3,2010,13,20,118000,1639,Klaipeda
2278,30.27,1,1965,3,5,22900,757,Regionas
2279,68.33,3,1980,3,4,124000,1815,Druskininkai
2280,62.78,2,2012,2,3,135000,2150,Vilnius
2284,47.0,2,1985,1,5,51500,1096,Klaipeda
2286,94.59,3,2007,3,3,205000,2167,Klaipeda
2288,53.0,3,2020,4,8,86400,1630,Vilnius
2290,60.0,3,2020,5,8,96400,1607,Vilnius
2291,50.0,2,2020,6,8,83500,1670,Vilnius
2292,55.0,3,2020,5,8,87600,1593,Vilnius
2293,81.0,4,2020,4,8,152000,1877,Vilnius
2294,48.0,2,2020,3,8,77500,1615,Vilnius
2295,43.0,2,2020,1,8,68000,1581,Vilnius
2296,74.0,4,2020,4,8,119000,1608,Vilnius
2298,55.0,2,1989,2,9,67500,1227,Klaipeda
2299,57.18,3,2016,4,4,99000,1731,Vilnius
2300,63.0,3,1980,3,5,75000,1190,Klaipeda
2301,81.5,3,1993,5,5,99000,1215,Palanga
2302,94.0,3,2011,8,9,139999,1489,Klaipeda
2303,57.14,3,2021,2,9,112200,1964,Vilnius
2304,82.11,4,2021,3,9,158250,1927,Vilnius
2305,21.0,1,1981,3,5,35500,1690,Vilnius
2306,78.0,3,1990,5,9,57000,731,Klaipeda
2307,52.38,2,1960,2,2,58900,1124,Regionas
2308,34.0,1,1973,4,5,36000,1059,Klaipeda
2309,78.4,3,1992,3,5,72500,925,Klaipeda
2310,80.33,3,2005,2,2,115000,1432,Klaipeda
2311,63.0,3,1980,3,5,75000,1190,Klaipeda
2312,61.84,3,2020,1,3,55656,900,Kaunas
2313,73.14,3,1959,4,4,135000,1846,Siauliai
2314,56.0,2,1979,5,5,35000,625,Klaipeda
2315,69.0,3,1981,7,9,59999,870,Klaipeda
2317,40.93,2,1959,4,4,97000,2370,Vilnius
2318,22.57,1,2017,1,5,72000,3190,Vilnius
2319,45.85,2,1970,5,5,67000,1461,Vilnius
2320,45.0,2,1968,1,5,46500,1033,Klaipeda
2321,50.27,2,2021,4,4,197000,3919,Vilnius
2322,62.98,3,2021,2,7,149883,2380,Kaunas
2323,37.01,1,2021,1,4,140000,3783,Vilnius
2324,33.79,1,2021,1,4,143500,4247,Vilnius
2325,44.39,2,2021,2,4,189000,4258,Vilnius
2326,55.0,3,2021,3,4,248000,4509,Vilnius
2327,94.19,3,2021,1,4,271000,2877,Vilnius
2328,64.34,3,2021,2,4,280000,4352,Vilnius
2329,46.17,2,2021,4,4,180500,3909,Vilnius
2330,68.57,3,2021,3,4,275000,4011,Vilnius
2331,84.36,3,2021,1,4,229000,2715,Vilnius
2332,33.17,2,2021,2,4,145000,4371,Vilnius
2333,45.13,2,1966,1,4,71000,1573,Klaipeda
2334,78.4,3,1991,3,3,72499,925,Klaipeda
2335,48.0,2,2020,5,9,82800,1725,Vilnius
2341,46.0,2,1966,1,4,72000,1565,Klaipeda
2342,50.11,1,2015,3,3,179000,3572,Vilnius
2343,81.0,2,2007,1,5,260000,3210,Vilnius
2344,81.0,3,1958,3,6,399000,4926,Vilnius
2345,58.86,2,2020,2,3,153036,2600,Druskininkai
2346,75.87,3,2020,2,3,197262,2600,Druskininkai
2349,88.0,4,1987,5,9,59999,682,Klaipeda
2350,72.52,3,2005,4,5,108000,1489,Klaipeda
2351,33.0,1,1970,5,5,37500,1136,Klaipeda
2352,46.0,2,1967,1,5,52000,1130,Klaipeda
2353,62.0,3,1971,4,5,50000,806,Klaipeda
2354,57.0,3,1987,4,5,45000,789,Klaipeda
2358,47.0,2,1975,3,5,49500,1053,Klaipeda
2359,47.0,2,1967,4,5,50500,1074,Klaipeda
2360,49.0,2,1981,5,5,53500,1092,Klaipeda
2361,60.0,3,1978,5,5,55000,917,Klaipeda
2362,74.0,3,1984,2,5,67000,905,Klaipeda
2364,64.0,2,2015,2,5,139000,2172,Klaipeda
2366,60.83,2,2007,2,5,80000,1315,Klaipeda
2367,44.37,2,1969,4,5,51000,1149,Klaipeda
2368,54.0,2,1981,3,5,65000,1204,Klaipeda
2369,45.0,2,1959,2,2,36000,800,Klaipeda
2370,54.0,2,1986,5,9,54000,1000,Klaipeda
2371,27.0,1,1965,3,5,30999,1148,Klaipeda
2372,62.0,3,2021,2,3,54900,885,Regionas
2373,77.0,3,1977,4,5,73000,948,Klaipeda
2374,49.0,2,1983,3,9,76500,1561,Klaipeda
2375,49.0,2,1982,5,5,53500,1092,Klaipeda
2377,48.0,2,1974,5,5,56000,1167,Klaipeda
2378,46.0,2,1976,5,5,42500,924,Klaipeda
2380,61.0,2,2007,2,5,79999,1311,Klaipeda
2381,64.0,3,1970,4,9,45999,719,Klaipeda
2384,34.0,1,1973,4,5,36000,1059,Klaipeda
2385,49.0,2,1981,5,5,53500,1092,Klaipeda
2386,44.0,2,1968,5,5,52000,1182,Klaipeda
2387,56.93,2,2017,5,5,185023,3250,Druskininkai
2388,55.0,2,1985,9,9,53000,964,Klaipeda
2389,44.0,2,1969,1,5,49500,1125,Klaipeda
2390,46.0,2,1967,4,5,46000,1000,Klaipeda
2391,67.05,3,2021,3,4,306000,4564,Vilnius
2392,33.29,2,2021,2,4,149000,4476,Vilnius
2393,48.0,2,1983,3,9,73000,1521,Klaipeda
2394,78.0,3,1984,2,5,67000,859,Klaipeda
2395,20.0,1,1966,7,10,43000,2150,Vilnius
2396,62.0,3,1970,1,5,42000,677,Panevezys
2397,116.0,3,1933,3,3,133000,1147,Klaipeda
2398,78.0,3,1993,4,5,65000,833,Klaipeda
2399,55.0,2,1985,9,9,55000,1000,Klaipeda
2400,54.0,2,1989,1,4,59900,1109,Palanga
2401,81.0,2,2009,1,4,280000,3457,Vilnius
2402,78.0,4,1994,4,4,70000,897,Palanga
2403,70.0,2,1912,1,3,73000,1043,Klaipeda
2404,28.0,1,1968,9,9,32500,1161,Klaipeda
2405,87.0,3,1990,5,5,83000,954,Klaipeda
2406,55.0,2,1990,5,9,46500,845,Klaipeda
2407,89.0,3,2006,2,9,124900,1403,Klaipeda
2408,73.0,3,1957,1,4,105000,1438,Siauliai
2409,16.0,1,1980,5,5,14800,925,Regionas
2410,68.86,3,2019,2,4,82000,1191,Klaipeda
2411,77.51,3,1932,2,2,27900,360,Regionas
2412,30.0,1,1964,3,4,39000,1300,Klaipeda
2413,131.0,5,2013,1,3,465000,3550,Vilnius
2415,83.0,3,2016,2,4,125000,1506,Vilnius
2416,82.33,4,2021,4,4,104990,1275,Klaipeda
2417,63.13,3,2021,3,4,73990,1172,Klaipeda
2418,35.76,2,2021,2,2,46990,1314,Klaipeda
2419,169.0,4,1993,4,4,330000,1953,Vilnius
2425,112.0,4,2005,2,5,164700,1471,Klaipeda
2426,90.72,2,2008,8,9,295000,3252,Kaunas
2427,64.0,3,1980,8,9,52000,813,Klaipeda
2428,44.0,2,1968,5,5,53000,1205,Klaipeda
2429,66.75,3,1980,8,12,47000,704,Panevezys
2431,43.0,2,2021,2,2,127000,2953,Palanga
2432,38.0,2,2015,1,4,155000,4079,Vilnius
2433,55.0,2,1985,9,9,55000,1000,Klaipeda
2434,70.0,3,2006,14,20,220000,3143,Klaipeda
2435,50.0,2,1994,3,4,70000,1400,Palanga
2436,38.0,2,1933,3,3,68400,1800,Klaipeda
2437,20.0,1,1967,1,9,30000,1500,Klaipeda
2438,47.0,2,1980,2,5,58500,1245,Klaipeda
2439,78.34,4,1991,2,5,63000,804,Panevezys
2440,93.0,3,1998,6,6,129000,1387,Vilnius
2441,83.37,4,1993,9,9,73000,876,Kaunas
2442,51.0,2,1986,2,2,160000,3137,Regionas
2443,62.0,3,1971,9,9,55000,887,Klaipeda
2444,61.0,3,1971,9,9,55500,910,Klaipeda
2445,51.55,2,1980,2,4,83000,1610,Palanga
2446,44.0,2,2018,2,2,68500,1557,Regionas
2447,68.0,2,2008,15,22,94000,1382,Klaipeda
2448,55.0,3,1976,4,5,78299,1424,Klaipeda
2449,61.4,3,2020,2,2,147000,2394,Regionas
2450,50.0,3,1988,4,5,40000,800,Klaipeda
2451,59.41,2,2021,4,5,174249,2933,Vilnius
2452,39.0,2,2012,1,5,95000,2436,Vilnius
2453,32.83,1,2019,1,3,135000,4112,Vilnius
2454,33.0,1,1988,1,5,45000,1364,Klaipeda
2455,33.0,1,1965,3,5,50000,1515,Klaipeda
2456,40.0,1,2011,2,9,84000,2100,Klaipeda
2457,22.0,2,1936,2,2,17500,795,Klaipeda
2458,54.0,3,1964,1,5,75000,1389,Klaipeda
2459,54.0,2,1980,5,5,55000,1019,Klaipeda
2460,34.28,1,1974,3,5,20500,598,Panevezys
2461,32.0,2,1974,3,5,36500,1141,Kaunas
2462,47.0,2,1974,2,5,59000,1255,Klaipeda
2463,33.0,1,1960,3,3,47000,1424,Klaipeda
2464,44.0,2,1967,5,5,53000,1205,Klaipeda
2465,52.0,2,1983,12,12,79000,1519,Klaipeda
2467,45.0,2,1968,5,5,53000,1178,Klaipeda
2468,44.37,2,1968,5,5,52000,1172,Klaipeda
2469,43.0,2,1966,4,4,41900,974,Klaipeda
2470,78.0,3,1990,4,9,58000,744,Klaipeda
